user_id,graph_score,known_fraud_connections,mule_cluster_size,inbound_sources,outbound_dest,rapid_account_cluster_flag,mule_cluster_flag
U16531,0,0,0,1,3,0,0
U16532,0,0,1,1,1,0,0
U16533,0,0,0,1,2,0,0
U16534,0,0,0,0,3,0,0
U16535,0,0,0,1,0,0,0
U16536,0,0,0,0,0,0,0
U16537,0,0,1,0,1,0,0
U16538,40,1,1,1,0,0,0
U16539,0,0,0,0,1,0,0
U16540,0,0,0,1,0,0,0
U16541,0,0,1,2,0,0,0
U16542,0,0,0,2,1,0,0
U16543,0,0,1,3,2,0,0
U16544,0,0,0,0,1,0,0
U16545,0,0,0,0,1,0,0
U16546,0,0,0,0,0,0,0
U16547,0,0,1,1,1,0,0
U16548,0,0,1,2,2,0,0
U16549,0,0,0,1,2,0,0
U16550,40,1,1,0,1,0,0
U16551,0,0,0,1,1,0,0
U16552,0,0,0,0,2,0,0
U16553,0,0,0,1,2,0,0
U16554,0,0,0,2,1,0,0
U16555,0,0,0,2,0,0,0
U16556,0,0,0,0,2,0,0
U16557,0,0,0,1,0,0,0
U16558,0,0,0,2,0,0,0
U16559,0,0,0,1,2,0,0
U16560,0,0,0,1,2,0,0
U16561,0,0,0,1,0,0,0
U16562,0,0,0,2,2,0,0
U16563,0,0,0,0,0,0,0
U16564,0,0,1,0,1,0,0
U16565,0,0,0,1,1,0,0
U16566,0,0,0,1,1,0,0
U16567,0,0,0,2,0,0,0
U16568,0,0,1,0,1,0,0
U16569,0,0,1,1,1,0,0
U16570,0,0,0,0,0,0,0
U16571,40,1,1,2,1,0,0
U16572,0,0,0,2,3,0,0
U16573,0,0,0,2,1,0,0
U16574,0,0,0,1,0,0,0
U16575,0,0,2,0,2,0,0
U16576,0,0,0,0,0,0,0
U16577,0,0,0,2,2,0,0
U16578,0,0,1,0,0,0,0
U16579,40,1,2,1,0,0,0
U16580,0,0,1,1,1,0,0
U16581,0,0,2,0,1,0,0
U16582,0,0,0,1,2,0,0
U16583,0,0,0,0,1,0,0
U16584,0,0,1,0,0,0,0
U16585,0,0,0,1,1,0,0
U16586,0,0,1,0,1,0,0
U16587,0,0,1,0,0,0,0
U16588,0,0,0,3,2,0,0
U16589,0,0,1,2,1,0,0
U16590,0,0,1,1,1,0,0
U16591,0,0,1,0,0,0,0
U16592,0,0,1,0,0,0,0
U16593,0,0,1,0,0,0,0
U16594,0,0,0,1,1,0,0
U16595,0,0,1,1,0,0,0
U16596,0,0,0,3,0,0,0
U16597,0,0,0,1,1,0,0
U16598,0,0,1,1,0,0,0
U16599,0,0,1,2,1,0,0
U16600,0,0,0,5,2,0,0
U16601,0,0,1,0,0,0,0
U16602,0,0,0,1,2,0,0
U16603,0,0,0,1,1,0,0
U16604,0,0,1,2,0,0,0
U16605,0,0,0,2,0,0,0
U16606,0,0,1,0,1,0,0
U16607,0,0,0,0,0,0,0
U16608,0,0,0,1,0,0,0
U16609,0,0,0,0,0,0,0
U16610,0,0,0,0,2,0,0
U16611,0,0,1,2,1,0,0
U16612,0,0,0,1,3,0,0
U16613,0,0,1,2,2,0,0
U16614,0,0,0,2,0,0,0
U16615,0,0,0,1,0,0,0
U16616,0,0,0,1,2,0,0
U16617,40,1,1,1,0,0,0
U16618,0,0,0,0,0,0,0
U16619,0,0,0,2,1,0,0
U16620,0,0,0,3,3,0,0
U16621,0,0,2,1,0,0,0
U16622,0,0,2,2,0,0,0
U16623,0,0,0,0,3,0,0
U16624,0,0,2,1,2,0,0
U16625,0,0,0,2,0,0,0
U16626,0,0,0,1,3,0,0
U16627,0,0,0,0,2,0,0
U16628,0,0,1,0,2,0,0
U16629,0,0,0,0,0,0,0
U16630,0,0,1,1,0,0,0
U16631,0,0,0,0,2,0,0
U16632,0,0,0,1,0,0,0
U16633,0,0,0,1,2,0,0
U16634,0,0,0,1,0,0,0
U16635,0,0,0,2,3,0,0
U16636,0,0,0,0,0,0,0
U16637,0,0,0,0,0,0,0
U16638,100,1,1,3,1,0,0
U16639,0,0,0,1,1,0,0
U16640,0,0,1,1,1,0,0
U16641,0,0,0,0,0,0,0
U16642,0,0,1,1,2,0,0
U16643,0,0,0,2,3,0,0
U16644,0,0,0,0,0,0,0
U16645,0,0,0,0,1,0,0
U16646,0,0,1,2,1,0,0
U16647,0,0,0,2,0,0,0
U16648,0,0,0,1,2,0,0
U16649,0,0,0,2,0,0,0
U16650,0,0,0,1,0,0,0
U16651,0,0,0,1,2,0,0
U16652,0,0,1,0,0,0,0
U16653,0,0,0,0,0,0,0
U16654,0,0,0,0,2,0,0
U16655,0,0,0,1,1,0,0
U16656,0,0,0,1,2,0,0
U16657,0,0,1,2,0,0,0
U16658,0,0,0,0,1,0,0
U16659,40,1,1,2,0,0,0
U16660,0,0,0,0,0,0,0
U16661,0,0,0,1,0,0,0
U16662,0,0,1,1,1,0,0
U16663,0,0,2,1,0,0,0
U16664,0,0,0,1,1,0,0
U16665,0,0,1,0,0,0,0
U16666,0,0,2,3,0,0,0
U16667,0,0,1,0,3,0,0
U16668,0,0,1,0,1,0,0
U16669,0,0,0,2,2,0,0
U16670,0,0,1,2,0,0,0
U16671,0,0,0,2,1,0,0
U16672,0,0,0,0,1,0,0
U16673,0,0,1,0,1,0,0
U16674,0,0,1,1,0,0,0
U16675,0,0,0,0,0,0,0
U16676,0,0,0,2,1,0,0
U16677,0,0,0,0,2,0,0
U16678,0,0,1,0,2,0,0
U16679,0,0,0,2,1,0,0
U16680,40,1,1,1,2,0,0
U16681,0,0,0,2,1,0,0
U16682,0,0,1,0,1,0,0
U16683,0,0,3,2,3,0,0
U16684,0,0,0,0,2,0,0
U16685,0,0,0,1,1,0,0
U16686,0,0,1,0,0,0,0
U16687,0,0,1,0,0,0,0
U16688,0,0,1,2,2,0,0
U16689,0,0,0,0,1,0,0
U16690,0,0,2,0,0,0,0
U16691,0,0,1,1,0,0,0
U16692,0,0,0,1,0,0,0
U16693,0,0,1,2,2,0,0
U16694,0,0,0,1,0,0,0
U16695,0,0,0,0,0,0,0
U16696,0,0,1,0,0,0,0
U16697,0,0,0,2,0,0,0
U16698,0,0,2,1,1,0,0
U16699,0,0,0,0,1,0,0
U16700,0,0,0,0,2,0,0
U16701,0,0,0,1,1,0,0
U16702,0,0,1,2,0,0,0
U16703,0,0,2,1,1,0,0
U16704,40,1,3,0,0,0,0
U16705,60,0,0,3,1,0,0
U16706,0,0,0,0,2,0,0
U16707,0,0,0,1,1,0,0
U16708,0,0,0,0,3,0,0
U16709,0,0,0,2,1,0,0
U16710,40,1,1,1,0,0,0
U16711,0,0,0,2,0,0,0
U16712,0,0,1,1,2,0,0
U16713,0,0,0,1,1,0,0
U16714,0,0,0,0,0,0,0
U16715,0,0,0,2,1,0,0
U16716,0,0,0,1,0,0,0
U16717,0,0,0,3,0,0,0
U16718,0,0,1,3,0,0,0
U16719,0,0,0,0,2,0,0
U16720,0,0,1,0,2,0,0
U16721,0,0,0,1,1,0,0
U16722,0,0,1,2,1,0,0
U16723,0,0,0,0,1,0,0
U16724,0,0,1,0,1,0,0
U16725,0,0,0,0,1,0,0
U16726,0,0,0,0,0,0,0
U16727,0,0,1,0,2,0,0
U16728,0,0,0,0,0,0,0
U16729,0,0,1,1,1,0,0
U16730,0,0,1,0,0,0,0
U16731,0,0,1,1,0,0,0
U16732,0,0,0,0,2,0,0
U16733,0,0,0,0,1,0,0
U16734,40,1,1,0,1,0,0
U16735,0,0,0,2,0,0,0
U16736,0,0,0,1,0,0,0
U16737,0,0,0,0,0,0,0
U16738,0,0,0,0,1,0,0
U16739,0,0,0,2,0,0,0
U16740,0,0,0,0,1,0,0
U16741,0,0,0,0,0,0,0
U16742,0,0,2,4,3,0,0
U16743,0,0,1,0,0,0,0
U16744,0,0,0,0,1,0,0
U16745,0,0,0,2,1,0,0
U16746,0,0,0,2,1,0,0
U16747,0,0,0,0,2,0,0
U16748,60,0,1,3,1,0,0
U16749,0,0,1,0,0,0,0
U16750,0,0,1,1,0,0,0
U16751,0,0,0,0,0,0,0
U16752,0,0,0,0,2,0,0
U16753,0,0,1,2,1,0,0
U16754,0,0,0,0,1,0,0
U16755,0,0,1,2,3,0,0
U16756,0,0,0,1,0,0,0
U16757,0,0,1,2,1,0,0
U16758,60,0,0,3,1,0,0
U16759,0,0,1,1,1,0,0
U16760,0,0,2,1,1,0,0
U16761,0,0,0,0,0,0,0
U16762,0,0,0,0,2,0,0
U16763,0,0,1,0,0,0,0
U16764,0,0,1,0,0,0,0
U16765,0,0,2,0,1,0,0
U16766,0,0,2,1,1,0,0
U16767,0,0,0,0,0,0,0
U16768,0,0,0,0,1,0,0
U16769,0,0,1,0,1,0,0
U16770,0,0,1,0,0,0,0
U16771,40,1,1,1,0,0,0
U16772,0,0,0,0,3,0,0
U16773,0,0,1,0,1,0,0
U16774,0,0,1,0,1,0,0
U16775,0,0,1,2,0,0,0
U16776,0,0,0,3,0,0,0
U16777,0,0,0,1,0,0,0
U16778,40,1,1,0,0,0,0
U16779,0,0,0,1,0,0,0
U16780,0,0,0,2,2,0,0
U16781,0,0,0,1,0,0,0
U16782,0,0,0,0,0,0,0
U16783,0,0,0,1,2,0,0
U16784,0,0,0,0,0,0,0
U16785,0,0,0,0,0,0,0
U16786,0,0,0,0,0,0,0
U16787,0,0,0,1,0,0,0
U16788,0,0,2,0,0,0,0
U16789,0,0,0,2,2,0,0
U16790,0,0,1,0,2,0,0
U16791,0,0,0,1,1,0,0
U16792,0,0,1,0,1,0,0
U16793,0,0,0,1,1,0,0
U16794,0,0,1,2,2,0,0
U16795,0,0,1,0,0,0,0
U16796,0,0,0,0,1,0,0
U16797,0,0,0,1,0,0,0
U16798,0,0,0,2,1,0,0
U16799,60,0,1,3,1,0,0
U16800,60,0,0,3,1,0,0
U16801,0,0,0,0,1,0,0
U16802,0,0,1,1,2,0,0
U16803,0,0,0,1,3,0,0
U16804,0,0,0,1,1,0,0
U16805,40,1,1,0,0,0,0
U16806,0,0,0,0,1,0,0
U16807,0,0,0,0,1,0,0
U16808,0,0,0,1,3,0,0
U16809,0,0,2,0,2,0,0
U16810,0,0,0,0,0,0,0
U16811,0,0,0,1,1,0,0
U16812,0,0,1,0,0,0,0
U16813,0,0,1,2,1,0,0
U16814,0,0,0,1,0,0,0
U16815,0,0,1,0,1,0,0
U16816,0,0,0,0,0,0,0
U16817,0,0,0,1,0,0,0
U16818,0,0,1,0,2,0,0
U16819,0,0,1,1,2,0,0
U16820,0,0,0,0,2,0,0
U16821,0,0,1,1,0,0,0
U16822,0,0,0,1,2,0,0
U16823,40,1,1,0,0,0,0
U16824,0,0,2,0,1,0,0
U16825,0,0,0,1,0,0,0
U16826,0,0,2,0,0,0,0
U16827,0,0,0,2,0,0,0
U16828,0,0,0,0,0,0,0
U16829,0,0,0,2,0,0,0
U16830,0,0,1,1,2,0,0
U16831,0,0,0,1,2,0,0
U16832,0,0,0,1,0,0,0
U16833,0,0,0,0,0,0,0
U16834,0,0,0,0,2,0,0
U16835,0,0,0,0,1,0,0
U16836,0,0,0,0,0,0,0
U16837,0,0,1,2,2,0,0
U16838,0,0,0,1,1,0,0
U16839,0,0,1,5,0,0,0
U16840,0,0,1,0,2,0,0
U16841,0,0,0,1,0,0,0
U16842,0,0,1,0,0,0,0
U16843,0,0,1,0,0,0,0
U16844,0,0,2,0,0,0,0
U16845,0,0,1,3,3,0,0
U16846,0,0,2,2,0,0,0
U16847,0,0,0,2,0,0,0
U16848,0,0,0,1,0,0,0
U16849,0,0,0,0,1,0,0
U16850,0,0,0,0,1,0,0
U16851,0,0,0,1,0,0,0
U16852,0,0,1,2,1,0,0
U16853,0,0,0,0,1,0,0
U16854,0,0,0,1,0,0,0
U16855,0,0,1,1,1,0,0
U16856,40,2,3,0,0,0,0
U16857,0,0,0,2,1,0,0
U16858,0,0,0,0,0,0,0
U16859,0,0,1,0,1,0,0
U16860,0,0,0,1,1,0,0
U16861,0,0,1,0,0,0,0
U16862,0,0,2,2,0,0,0
U16863,0,0,1,0,0,0,0
U16864,0,0,1,1,1,0,0
U16865,0,0,1,1,0,0,0
U16866,0,0,1,1,0,0,0
U16867,0,0,0,1,1,0,0
U16868,0,0,1,1,0,0,0
U16869,0,0,0,1,1,0,0
U16870,0,0,0,1,1,0,0
U16871,0,0,0,1,0,0,0
U16872,0,0,0,1,0,0,0
U16873,0,0,1,1,1,0,0
U16874,0,0,1,1,0,0,0
U16875,0,0,0,0,1,0,0
U16876,0,0,0,0,0,0,0
U16877,0,0,1,0,0,0,0
U16878,0,0,0,1,3,0,0
U16879,0,0,2,0,3,0,0
U16880,0,0,0,0,1,0,0
U16881,0,0,0,1,2,0,0
U16882,0,0,0,0,0,0,0
U16883,0,0,0,1,1,0,0
U16884,0,0,0,0,0,0,0
U16885,0,0,0,0,0,0,0
U16886,0,0,0,0,1,0,0
U16887,0,0,1,1,1,0,0
U16888,0,0,0,2,1,0,0
U16889,0,0,1,0,4,0,0
U16890,0,0,0,1,3,0,0
U16891,0,0,0,1,1,0,0
U16892,0,0,1,0,1,0,0
U16893,0,0,0,2,0,0,0
U16894,0,0,2,0,1,0,0
U16895,40,1,1,2,0,0,0
U16896,0,0,0,1,0,0,0
U16897,0,0,1,1,0,0,0
U16898,0,0,0,1,2,0,0
U16899,0,0,0,1,0,0,0
U16900,0,0,1,0,2,0,0
U16901,0,0,0,0,1,0,0
U16902,0,0,0,2,1,0,0
U16903,0,0,1,0,1,0,0
U16904,0,0,1,0,2,0,0
U16905,0,0,0,1,3,0,0
U16906,0,0,1,0,2,0,0
U16907,40,1,1,0,0,0,0
U16908,0,0,0,1,0,0,0
U16909,0,0,1,2,2,0,0
U16910,0,0,0,0,0,0,0
U16911,0,0,1,1,0,0,0
U16912,0,0,0,1,0,0,0
U16913,0,0,1,0,2,0,0
U16914,0,0,0,0,0,0,0
U16915,0,0,0,2,0,0,0
U16916,60,0,1,3,1,0,0
U16917,0,0,0,0,2,0,0
U16918,0,0,0,0,2,0,0
U16919,0,0,0,1,1,0,0
U16920,0,0,0,3,0,0,0
U16921,60,0,0,4,1,0,0
U16922,0,0,1,0,3,0,0
U16923,0,0,0,0,3,0,0
U16924,0,0,1,0,1,0,0
U16925,0,0,1,2,2,0,0
U16926,0,0,1,0,1,0,0
U16927,0,0,2,1,0,0,0
U16928,0,0,3,2,0,0,0
U16929,0,0,1,0,0,0,0
U16930,0,0,1,1,1,0,0
U16931,0,0,0,0,2,0,0
U16932,0,0,0,0,0,0,0
U16933,0,0,0,0,1,0,0
U16934,0,0,1,2,1,0,0
U16935,0,0,0,0,1,0,0
U16936,0,0,0,1,2,0,0
U16937,0,0,0,1,0,0,0
U16938,0,0,1,1,0,0,0
U16939,0,0,1,2,0,0,0
U16940,0,0,0,1,0,0,0
U16941,0,0,0,0,0,0,0
U16942,0,0,0,1,0,0,0
U16943,0,0,2,0,0,0,0
U16944,0,0,1,0,0,0,0
U16945,0,0,0,1,2,0,0
U16946,0,0,1,2,0,0,0
U16947,0,0,0,0,2,0,0
U16948,60,0,2,3,1,0,0
U16949,0,0,1,0,0,0,0
U16950,0,0,1,1,0,0,0
U16951,0,0,0,0,0,0,0
U16952,0,0,0,0,1,0,0
U16953,40,1,2,1,0,0,0
U16954,0,0,0,3,0,0,0
U16955,0,0,0,0,0,0,0
U16956,0,0,1,0,1,0,0
U16957,0,0,0,0,1,0,0
U16958,0,0,0,1,0,0,0
U16959,0,0,0,0,0,0,0
U16960,0,0,0,1,0,0,0
U16961,0,0,0,2,3,0,0
U16962,0,0,0,0,1,0,0
U16963,0,0,0,1,1,0,0
U16964,0,0,0,2,1,0,0
U16965,0,0,0,0,1,0,0
U16966,0,0,0,1,0,0,0
U16967,0,0,1,0,1,0,0
U16968,0,0,0,1,1,0,0
U16969,0,0,0,0,1,0,0
U16970,0,0,1,3,0,0,0
U16971,0,0,0,1,1,0,0
U16972,0,0,0,0,0,0,0
U16973,0,0,0,2,0,0,0
U16974,0,0,0,1,2,0,0
U16975,0,0,0,1,1,0,0
U16976,0,0,1,0,1,0,0
U16977,40,1,1,1,1,0,0
U16978,0,0,0,1,0,0,0
U16979,0,0,0,1,0,0,0
U16980,0,0,0,1,0,0,0
U16981,0,0,1,2,1,0,0
U16982,0,0,1,2,1,0,0
U16983,0,0,0,0,1,0,0
U16984,0,0,0,0,1,0,0
U16985,0,0,0,1,0,0,0
U16986,0,0,0,0,1,0,0
U16987,0,0,0,0,1,0,0
U16988,0,0,0,2,1,0,0
U16989,0,0,0,2,1,0,0
U16990,0,0,1,0,2,0,0
U16991,0,0,0,1,1,0,0
U16992,0,0,1,1,0,0,0
U16993,0,0,1,1,1,0,0
U16994,0,0,2,2,2,0,0
U16995,0,0,2,0,2,0,0
U16996,0,0,0,0,1,0,0
U16997,0,0,0,1,1,0,0
U16998,0,0,0,1,2,0,0
U16999,60,0,0,4,1,0,0
U17000,0,0,0,1,0,0,0
U17001,0,0,1,0,1,0,0
U17002,60,0,1,4,1,0,0
U17003,0,0,0,1,2,0,0
U17004,0,0,1,0,1,0,0
U17005,0,0,1,0,1,0,0
U17006,0,0,0,0,1,0,0
U17007,0,0,0,0,2,0,0
U17008,0,0,0,1,1,0,0
U17009,0,0,0,0,1,0,0
U17010,0,0,2,0,1,0,0
U17011,0,0,0,0,0,0,0
U17012,0,0,0,1,2,0,0
U17013,0,0,1,0,0,0,0
U17014,0,0,1,0,0,0,0
U17015,0,0,2,1,0,0,0
U17016,0,0,2,0,1,0,0
U17017,60,0,0,3,1,0,0
U17018,0,0,0,3,0,0,0
U17019,0,0,0,2,1,0,0
U17020,0,0,0,2,0,0,0
U17021,0,0,1,1,2,0,0
U17022,0,0,0,1,0,0,0
U17023,0,0,1,1,1,0,0
U17024,0,0,0,1,1,0,0
U17025,0,0,1,0,1,0,0
U17026,0,0,1,1,0,0,0
U17027,0,0,0,2,2,0,0
U17028,0,0,1,2,3,0,0
U17029,0,0,0,1,2,0,0
U17030,0,0,1,0,0,0,0
U17031,0,0,1,1,3,0,0
U17032,0,0,0,1,1,0,0
U17033,40,1,3,0,1,0,0
U17034,0,0,0,1,1,0,0
U17035,0,0,0,1,1,0,0
U17036,0,0,0,2,1,0,0
U17037,0,0,2,2,1,0,0
U17038,0,0,0,0,0,0,0
U17039,0,0,0,1,0,0,0
U17040,0,0,0,2,0,0,0
U17041,0,0,2,2,1,0,0
U17042,0,0,0,1,0,0,0
U17043,0,0,2,1,0,0,0
U17044,0,0,0,2,1,0,0
U17045,0,0,0,1,0,0,0
U17046,0,0,0,0,1,0,0
U17047,0,0,0,0,1,0,0
U17048,0,0,0,1,0,0,0
U17049,0,0,0,1,2,0,0
U17050,0,0,0,0,0,0,0
U17051,40,1,1,2,0,0,0
U17052,0,0,0,0,1,0,0
U17053,0,0,1,0,1,0,0
U17054,0,0,1,0,0,0,0
U17055,0,0,0,2,1,0,0
U17056,40,1,3,3,0,0,0
U17057,0,0,1,2,1,0,0
U17058,0,0,0,0,1,0,0
U17059,0,0,0,1,1,0,0
U17060,0,0,0,0,0,0,0
U17061,0,0,0,0,1,0,0
U17062,0,0,0,2,0,0,0
U17063,0,0,0,1,2,0,0
U17064,0,0,1,0,1,0,0
U17065,0,0,0,2,0,0,0
U17066,0,0,3,0,0,0,0
U17067,0,0,0,0,1,0,0
U17068,0,0,0,1,0,0,0
U17069,0,0,3,1,2,0,0
U17070,0,0,0,0,1,0,0
U17071,0,0,0,0,0,0,0
U17072,0,0,0,2,0,0,0
U17073,0,0,0,2,2,0,0
U17074,0,0,0,2,1,0,0
U17075,0,0,0,2,0,0,0
U17076,0,0,0,0,1,0,0
U17077,60,0,1,3,1,0,0
U17078,0,0,0,1,1,0,0
U17079,0,0,2,1,1,0,0
U17080,0,0,1,1,1,0,0
U17081,0,0,0,1,0,0,0
U17082,0,0,0,0,0,0,0
U17083,0,0,0,2,0,0,0
U17084,0,0,1,0,0,0,0
U17085,0,0,0,2,2,0,0
U17086,0,0,2,1,1,0,0
U17087,0,0,2,0,3,0,0
U17088,0,0,0,1,1,0,0
U17089,0,0,0,2,2,0,0
U17090,0,0,1,0,0,0,0
U17091,0,0,1,3,2,0,0
U17092,0,0,1,0,0,0,0
U17093,0,0,0,1,2,0,0
U17094,0,0,0,3,2,0,0
U17095,0,0,0,2,1,0,0
U17096,0,0,0,0,1,0,0
U17097,0,0,1,1,2,0,0
U17098,0,0,0,1,1,0,0
U17099,0,0,0,1,0,0,0
U17100,40,1,1,0,1,0,0
U17101,0,0,1,2,0,0,0
U17102,0,0,0,2,0,0,0
U17103,0,0,1,0,1,0,0
U17104,0,0,0,2,1,0,0
U17105,0,0,0,1,0,0,0
U17106,0,0,1,1,0,0,0
U17107,0,0,0,0,0,0,0
U17108,60,0,2,4,1,0,0
U17109,0,0,0,2,1,0,0
U17110,0,0,1,0,1,0,0
U17111,0,0,1,0,1,0,0
U17112,0,0,0,2,1,0,0
U17113,0,0,0,1,2,0,0
U17114,0,0,1,0,0,0,0
U17115,0,0,0,1,0,0,0
U17116,0,0,0,0,0,0,0
U17117,0,0,0,1,0,0,0
U17118,0,0,0,0,2,0,0
U17119,0,0,0,1,0,0,0
U17120,0,0,0,2,1,0,0
U17121,0,0,0,1,1,0,0
U17122,0,0,1,1,3,0,0
U17123,0,0,1,0,0,0,0
U17124,0,0,0,0,0,0,0
U17125,0,0,0,2,0,0,0
U17126,0,0,0,1,0,0,0
U17127,0,0,0,0,2,0,0
U17128,0,0,2,1,1,0,0
U17129,0,0,1,1,0,0,0
U17130,0,0,0,3,0,0,0
U17131,0,0,0,0,1,0,0
U17132,0,0,0,1,2,0,0
U17133,60,0,0,4,1,0,0
U17134,0,0,1,1,0,0,0
U17135,0,0,1,2,1,0,0
U17136,0,0,1,1,0,0,0
U17137,0,0,0,2,0,0,0
U17138,0,0,0,1,2,0,0
U17139,0,0,0,0,0,0,0
U17140,0,0,0,0,0,0,0
U17141,0,0,0,0,0,0,0
U17142,0,0,0,2,0,0,0
U17143,0,0,0,1,0,0,0
U17144,0,0,1,0,0,0,0
U17145,0,0,0,1,2,0,0
U17146,0,0,0,0,2,0,0
U17147,0,0,1,0,1,0,0
U17148,0,0,0,1,1,0,0
U17149,0,0,0,1,0,0,0
U17150,0,0,0,2,1,0,0
U17151,0,0,1,0,1,0,0
U17152,0,0,0,2,0,0,0
U17153,0,0,1,0,2,0,0
U17154,60,0,0,3,1,0,0
U17155,0,0,0,2,0,0,0
U17156,0,0,0,0,0,0,0
U17157,0,0,1,2,0,0,0
U17158,0,0,0,0,2,0,0
U17159,0,0,1,2,0,0,0
U17160,0,0,1,2,2,0,0
U17161,40,1,1,1,0,0,0
U17162,0,0,1,1,0,0,0
U17163,0,0,1,0,1,0,0
U17164,0,0,1,0,0,0,0
U17165,0,0,1,1,1,0,0
U17166,0,0,1,1,0,0,0
U17167,0,0,0,2,2,0,0
U17168,0,0,0,0,0,0,0
U17169,0,0,0,0,1,0,0
U17170,0,0,1,0,0,0,0
U17171,0,0,0,0,1,0,0
U17172,0,0,3,2,0,0,0
U17173,0,0,0,0,0,0,0
U17174,0,0,0,2,1,0,0
U17175,0,0,0,0,1,0,0
U17176,0,0,1,0,3,0,0
U17177,0,0,0,1,2,0,0
U17178,0,0,0,1,4,0,0
U17179,0,0,2,3,3,0,0
U17180,40,1,1,0,3,0,0
U17181,0,0,0,1,0,0,0
U17182,0,0,0,1,0,0,0
U17183,60,0,1,4,1,0,0
U17184,0,0,0,1,1,0,0
U17185,0,0,0,2,1,0,0
U17186,0,0,0,0,1,0,0
U17187,0,0,0,1,0,0,0
U17188,0,0,0,0,2,0,0
U17189,0,0,0,1,2,0,0
U17190,0,0,0,1,0,0,0
U17191,0,0,0,0,0,0,0
U17192,40,1,2,1,0,0,0
U17193,0,0,0,0,1,0,0
U17194,0,0,0,0,0,0,0
U17195,0,0,1,1,2,0,0
U17196,0,0,2,2,1,0,0
U17197,0,0,0,0,0,0,0
U17198,0,0,0,1,1,0,0
U17199,0,0,0,0,1,0,0
U17200,0,0,0,2,0,0,0
U17201,0,0,1,0,1,0,0
U17202,0,0,1,2,1,0,0
U17203,0,0,1,0,0,0,0
U17204,0,0,0,1,1,0,0
U17205,0,0,0,0,0,0,0
U17206,0,0,1,0,1,0,0
U17207,0,0,0,1,2,0,0
U17208,0,0,0,2,0,0,0
U17209,0,0,0,3,2,0,0
U17210,0,0,0,2,3,0,0
U17211,0,0,0,1,0,0,0
U17212,0,0,2,0,1,0,0
U17213,40,1,2,1,3,0,0
U17214,0,0,0,1,2,0,0
U17215,0,0,0,2,0,0,0
U17216,0,0,2,0,1,0,0
U17217,0,0,1,0,1,0,0
U17218,0,0,0,0,0,0,0
U17219,0,0,0,0,0,0,0
U17220,0,0,1,0,2,0,0
U17221,0,0,1,0,2,0,0
U17222,0,0,0,2,1,0,0
U17223,0,0,2,1,0,0,0
U17224,0,0,1,2,0,0,0
U17225,0,0,1,0,2,0,0
U17226,0,0,2,1,0,0,0
U17227,0,0,1,3,0,0,0
U17228,0,0,0,2,0,0,0
U17229,0,0,1,1,2,0,0
U17230,0,0,0,1,2,0,0
U17231,0,0,0,0,0,0,0
U17232,0,0,0,1,1,0,0
U17233,0,0,1,1,0,0,0
U17234,0,0,0,3,0,0,0
U17235,0,0,1,1,0,0,0
U17236,0,0,0,0,0,0,0
U17237,0,0,0,1,1,0,0
U17238,0,0,1,0,1,0,0
U17239,0,0,0,3,2,0,0
U17240,0,0,1,0,0,0,0
U17241,0,0,1,1,0,0,0
U17242,0,0,0,2,1,0,0
U17243,40,1,1,1,1,0,0
U17244,0,0,0,0,0,0,0
U17245,0,0,0,2,1,0,0
U17246,0,0,0,1,1,0,0
U17247,0,0,0,2,0,0,0
U17248,0,0,0,0,1,0,0
U17249,0,0,0,1,0,0,0
U17250,0,0,0,0,2,0,0
U17251,0,0,2,1,3,0,0
U17252,0,0,1,0,1,0,0
U17253,0,0,1,0,0,0,0
U17254,0,0,0,1,1,0,0
U17255,0,0,0,1,2,0,0
U17256,0,0,0,0,0,0,0
U17257,0,0,0,1,0,0,0
U17258,0,0,0,1,3,0,0
U17259,0,0,0,0,2,0,0
U17260,0,0,2,1,0,0,0
U17261,0,0,1,2,0,0,0
U17262,0,0,0,0,0,0,0
U17263,60,0,0,3,1,0,0
U17264,40,1,1,0,1,0,0
U17265,0,0,0,1,2,0,0
U17266,0,0,0,1,0,0,0
U17267,0,0,1,0,2,0,0
U17268,0,0,0,1,1,0,0
U17269,0,0,0,3,0,0,0
U17270,0,0,0,0,0,0,0
U17271,0,0,1,2,1,0,0
U17272,0,0,0,0,1,0,0
U17273,40,1,1,0,1,0,0
U17274,0,0,1,2,1,0,0
U17275,0,0,1,1,0,0,0
U17276,0,0,0,0,0,0,0
U17277,0,0,0,1,4,0,0
U17278,0,0,1,1,1,0,0
U17279,0,0,0,1,1,0,0
U17280,0,0,0,1,3,0,0
U17281,0,0,1,1,0,0,0
U17282,0,0,0,1,1,0,0
U17283,0,0,1,0,1,0,0
U17284,0,0,0,1,0,0,0
U17285,0,0,0,1,0,0,0
U17286,0,0,0,1,0,0,0
U17287,0,0,2,0,2,0,0
U17288,60,0,1,3,1,0,0
U17289,0,0,2,0,0,0,0
U17290,40,1,2,1,0,0,0
U17291,0,0,0,1,0,0,0
U17292,0,0,1,2,0,0,0
U17293,40,1,1,0,1,0,0
U17294,0,0,0,2,0,0,0
U17295,0,0,0,2,0,0,0
U17296,0,0,1,2,1,0,0
U17297,0,0,1,1,0,0,0
U17298,0,0,0,0,0,0,0
U17299,0,0,0,2,2,0,0
U17300,0,0,0,2,0,0,0
U17301,0,0,0,0,0,0,0
U17302,0,0,1,1,0,0,0
U17303,0,0,0,1,1,0,0
U17304,0,0,1,0,1,0,0
