trans_id,sender_id,receiver_id,amount,transaction_type,channel,sender_bal_before,sender_bal_after,receiver_bal_after,timestamp,location,is_sim_bound,device_id,time_to_pay_ms
T18462,U24852,U452,22435.0,IMPS,Mobile,38511.0,16076.0,84516,2025-05-08 14:48:00,Sydney,False,MULE_DEVICE_4142,1764
T18463,U21086,U2592,14675.0,RTGS,Mobile,30344.0,15669.0,27788,2025-05-10 21:55:00,Sydney,False,MULE_DEVICE_3514,1402
T18464,U22031,U631,5064.0,IMPS,Mobile,53236.0,48172.0,164257,2025-05-06 10:15:00,Iwakuni,False,MULE_DEVICE_3671,944
T18465,U26884,U4646,29961.0,RTGS,Web,104616.0,74655.0,288066,2025-05-18 21:47:00,Iwakuni,False,MULE_DEVICE_4480,1532
T18466,U25760,U1657,9562.0,RTGS,Mobile,53198.0,43636.0,90624,2025-04-25 04:06:00,Melbourne,False,MULE_DEVICE_4293,2214
T18467,U24874,U3449,26849.0,RTGS,Web,91145.0,64296.0,297324,2025-04-06 14:53:00,Sydney,False,MULE_DEVICE_4145,1048
T18468,U23347,U2152,18564.0,RTGS,Web,18664.0,100.0,124913,2025-03-06 20:52:00,Melbourne,False,MULE_DEVICE_3891,1489
T18469,U24433,U2824,22065.0,RTGS,Mobile,38532.0,16467.0,284223,2025-04-08 14:09:00,Sydney,False,MULE_DEVICE_4072,1148
T18470,U21679,U3990,9851.0,RTGS,Mobile,115605.0,105754.0,143094,2025-03-30 10:58:00,Melbourne,False,MULE_DEVICE_3613,2038
T18471,U21599,U3990,5956.0,RTGS,Mobile,19082.0,13126.0,9830,2025-04-21 21:23:00,Sydney,False,MULE_DEVICE_3599,664
T18472,U24310,U3882,27199.0,RTGS,Web,86304.0,59105.0,82217,2025-03-02 15:36:00,Melbourne,False,MULE_DEVICE_4051,1017
T18473,U26931,U2152,9783.0,IMPS,Mobile,123205.0,113422.0,148333,2025-03-06 13:20:00,Sydney,False,MULE_DEVICE_4488,1739
T18474,U22745,U3783,14006.0,RTGS,Web,33658.0,19652.0,38145,2025-05-04 03:40:00,Sydney,False,MULE_DEVICE_3790,774
T18475,U21357,U2526,29068.0,RTGS,Web,53510.0,24442.0,130290,2025-03-14 07:03:00,Melbourne,False,MULE_DEVICE_3559,1722
T18476,U26724,U1571,26881.0,IMPS,Web,49161.0,22280.0,213503,2025-03-19 20:23:00,Sydney,False,MULE_DEVICE_4454,1336
T18477,U23012,U2005,7971.0,IMPS,Web,138770.0,130799.0,59501,2025-04-22 01:26:00,Melbourne,False,MULE_DEVICE_3835,2366
T18478,U26427,U146,18755.0,IMPS,Web,100120.0,81365.0,251734,2025-04-17 01:04:00,Melbourne,False,MULE_DEVICE_4404,1418
T18479,U21965,U452,17692.0,IMPS,Web,129965.0,112273.0,126924,2025-04-12 01:08:00,Melbourne,False,MULE_DEVICE_3660,754
T18480,U25337,U1571,19284.0,RTGS,Mobile,98726.0,79442.0,252823,2025-03-08 03:51:00,Melbourne,False,MULE_DEVICE_4222,1093
T18481,U26493,U4886,15717.0,RTGS,Web,113123.0,97406.0,215229,2025-03-11 05:15:00,Sydney,False,MULE_DEVICE_4415,1479
T18482,U22295,U3421,10894.0,RTGS,Mobile,91847.0,80953.0,88012,2025-04-20 20:31:00,Melbourne,False,MULE_DEVICE_3715,2084
T18483,U21431,U631,23147.0,IMPS,Mobile,64797.0,41650.0,153888,2025-05-22 09:26:00,Sydney,False,MULE_DEVICE_3571,2283
T18484,U22139,U3882,20376.0,IMPS,Web,96776.0,76400.0,84261,2025-03-27 17:53:00,Sydney,False,MULE_DEVICE_3689,1722
T18485,U24381,U3990,15392.0,RTGS,Web,106612.0,91220.0,22546,2025-05-05 15:16:00,Melbourne,False,MULE_DEVICE_4063,1159
T18486,U26387,U83,19576.0,IMPS,Mobile,41864.0,22288.0,27946,2025-03-22 14:39:00,Melbourne,False,MULE_DEVICE_4397,2200
T18487,U24920,U2178,19389.0,RTGS,Mobile,85209.0,65820.0,139245,2025-05-10 22:09:00,Melbourne,False,MULE_DEVICE_4153,1395
T18488,U21174,U2523,17059.0,IMPS,Mobile,83011.0,65952.0,73778,2025-03-03 16:09:00,Sydney,False,MULE_DEVICE_3529,781
T18489,U26299,U1556,14725.0,RTGS,Web,65444.0,50719.0,230239,2025-03-03 05:59:00,Sydney,False,MULE_DEVICE_4383,1303
T18490,U22352,U2637,28081.0,RTGS,Mobile,121077.0,92996.0,286354,2025-04-22 16:10:00,Iwakuni,False,MULE_DEVICE_3725,1522
T18491,U24099,U2526,22379.0,IMPS,Mobile,112364.0,89985.0,256339,2025-03-08 18:12:00,Sydney,False,MULE_DEVICE_4016,1693
T18492,U21225,U4886,25080.0,IMPS,Mobile,39110.0,14030.0,209279,2025-05-18 02:43:00,Iwakuni,False,MULE_DEVICE_3537,1926
T18493,U23204,U452,7130.0,RTGS,Mobile,112332.0,105202.0,183872,2025-04-26 23:32:00,Melbourne,False,MULE_DEVICE_3867,2046
T18494,U22140,U1978,29951.0,IMPS,Mobile,84038.0,54087.0,91938,2025-03-22 08:43:00,Sydney,False,MULE_DEVICE_3690,1538
T18495,U26193,U1185,22155.0,RTGS,Web,108140.0,85985.0,75220,2025-04-29 02:17:00,Melbourne,False,MULE_DEVICE_4365,760
T18496,U21873,U1185,15826.0,IMPS,Mobile,63804.0,47978.0,47690,2025-03-15 08:36:00,Sydney,False,MULE_DEVICE_3645,748
T18497,U24137,U2567,27762.0,RTGS,Web,47094.0,19332.0,138451,2025-04-21 17:24:00,Sydney,False,MULE_DEVICE_4022,859
T18498,U25183,U2152,11033.0,IMPS,Mobile,24372.0,13339.0,73739,2025-03-08 06:39:00,Iwakuni,False,MULE_DEVICE_4197,564
T18499,U22432,U2742,10383.0,IMPS,Mobile,95587.0,85204.0,233245,2025-03-02 00:31:00,Melbourne,False,MULE_DEVICE_3738,1583
T18500,U21187,U2592,26798.0,IMPS,Web,68509.0,41711.0,255264,2025-05-07 09:31:00,Melbourne,False,MULE_DEVICE_3531,1938
T18501,U21250,U406,10103.0,IMPS,Mobile,63122.0,53019.0,8097,2025-04-21 00:22:00,Melbourne,False,MULE_DEVICE_3541,1128
T18502,U23489,U4016,9413.0,IMPS,Mobile,48761.0,39348.0,45873,2025-05-01 02:50:00,Melbourne,False,MULE_DEVICE_3914,1464
T18503,U25593,U1175,13182.0,IMPS,Mobile,103123.0,89941.0,42344,2025-04-22 02:22:00,Melbourne,False,MULE_DEVICE_4265,553
T18504,U21365,U452,18652.0,IMPS,Mobile,18752.0,100.0,103111,2025-03-19 06:38:00,Sydney,False,MULE_DEVICE_3560,2193
T18505,U21874,U475,23942.0,IMPS,Mobile,28139.0,4197.0,54926,2025-04-05 16:16:00,Sydney,False,MULE_DEVICE_3645,1868
T18506,U26069,U4646,22677.0,IMPS,Mobile,31651.0,8974.0,230052,2025-04-19 08:26:00,Melbourne,False,MULE_DEVICE_4344,2039
T18507,U24083,U1527,20279.0,RTGS,Mobile,97124.0,76845.0,242568,2025-03-28 09:24:00,Melbourne,False,MULE_DEVICE_4013,2096
T18508,U26465,U2592,29628.0,IMPS,Web,141946.0,112318.0,182865,2025-04-22 11:33:00,Sydney,False,MULE_DEVICE_4410,2114
T18509,U26638,U2567,27696.0,RTGS,Web,42978.0,15282.0,126192,2025-04-03 07:42:00,Iwakuni,False,MULE_DEVICE_4439,2458
T18510,U24050,U631,17235.0,RTGS,Web,41088.0,23853.0,152811,2025-05-11 18:59:00,Melbourne,False,MULE_DEVICE_4008,2418
T18511,U22424,U2523,23395.0,IMPS,Web,82964.0,59569.0,136637,2025-05-04 14:19:00,Sydney,False,MULE_DEVICE_3737,1112
T18512,U24705,U4886,24319.0,RTGS,Mobile,47016.0,22697.0,283067,2025-05-19 03:20:00,Sydney,False,MULE_DEVICE_4117,2001
T18513,U23202,U475,25085.0,RTGS,Mobile,137761.0,112676.0,298405,2025-05-17 17:03:00,Sydney,False,MULE_DEVICE_3867,2474
T18514,U23920,U2742,18973.0,IMPS,Web,49329.0,30356.0,181697,2025-05-03 18:56:00,Sydney,False,MULE_DEVICE_3986,530
T18515,U25611,U2324,24548.0,RTGS,Web,29741.0,5193.0,6186,2025-04-18 17:39:00,Sydney,False,MULE_DEVICE_4268,1633
T18516,U23670,U3449,22151.0,IMPS,Mobile,40253.0,18102.0,24277,2025-05-06 23:03:00,Melbourne,False,MULE_DEVICE_3945,1549
T18517,U23236,U2152,13513.0,IMPS,Mobile,101130.0,87617.0,117956,2025-03-29 07:44:00,Sydney,False,MULE_DEVICE_3872,1776
T18518,U22623,U1477,18777.0,IMPS,Mobile,56108.0,37331.0,62503,2025-03-20 12:10:00,Melbourne,False,MULE_DEVICE_3770,1889
T18519,U23647,U3314,8949.0,RTGS,Web,114939.0,105990.0,131871,2025-03-02 18:12:00,Sydney,False,MULE_DEVICE_3941,1548
T18520,U21756,U1657,14982.0,IMPS,Mobile,75882.0,60900.0,97083,2025-03-18 04:30:00,Sydney,False,MULE_DEVICE_3626,1126
T18521,U25741,U1860,28723.0,RTGS,Web,85497.0,56774.0,29526,2025-03-31 03:35:00,Melbourne,False,MULE_DEVICE_4290,1436
T18522,U25583,U3421,8736.0,RTGS,Web,141672.0,132936.0,99313,2025-04-03 10:07:00,Melbourne,False,MULE_DEVICE_4263,624
T18523,U26924,U4760,22104.0,IMPS,Mobile,138400.0,116296.0,219575,2025-03-23 02:18:00,Sydney,False,MULE_DEVICE_4487,1340
T18524,U22820,U475,16869.0,IMPS,Mobile,95154.0,78285.0,245492,2025-04-10 15:05:00,Iwakuni,False,MULE_DEVICE_3803,2005
T18525,U22062,U146,22731.0,IMPS,Mobile,42771.0,20040.0,69865,2025-04-20 02:04:00,Melbourne,False,MULE_DEVICE_3677,526
T18526,U25873,U4556,16656.0,IMPS,Web,34293.0,17637.0,267231,2025-05-14 23:04:00,Melbourne,False,MULE_DEVICE_4312,709
T18527,U24781,U4556,23685.0,IMPS,Mobile,107843.0,84158.0,168005,2025-04-08 12:28:00,Sydney,False,MULE_DEVICE_4130,2184
T18528,U21178,U83,14871.0,IMPS,Web,16833.0,1962.0,295065,2025-04-25 03:48:00,Sydney,False,MULE_DEVICE_3529,2419
T18529,U23073,U2178,12454.0,RTGS,Mobile,78607.0,66153.0,17828,2025-05-12 10:38:00,Sydney,False,MULE_DEVICE_3845,911
T18530,U25379,U1860,8858.0,RTGS,Web,97546.0,88688.0,213581,2025-05-02 07:50:00,Iwakuni,False,MULE_DEVICE_4229,1126
T18531,U26328,U3990,29350.0,IMPS,Web,88163.0,58813.0,101270,2025-05-17 03:41:00,Sydney,False,MULE_DEVICE_4388,776
T18532,U24003,U1382,18070.0,IMPS,Web,40373.0,22303.0,249088,2025-04-14 21:38:00,Sydney,False,MULE_DEVICE_4000,527
T18533,U23939,U4886,19079.0,RTGS,Mobile,41062.0,21983.0,267291,2025-04-11 08:22:00,Sydney,False,MULE_DEVICE_3989,1807
T18534,U24997,U1657,25431.0,RTGS,Mobile,73640.0,48209.0,254453,2025-05-12 14:28:00,Melbourne,False,MULE_DEVICE_4166,1451
T18535,U21154,U4016,17470.0,RTGS,Mobile,128131.0,110661.0,221193,2025-04-22 17:27:00,Sydney,False,MULE_DEVICE_3525,2484
T18536,U21526,U4556,19621.0,IMPS,Web,49153.0,29532.0,171678,2025-03-26 21:06:00,Melbourne,False,MULE_DEVICE_3587,2485
T18537,U21080,U475,14582.0,RTGS,Mobile,81575.0,66993.0,27799,2025-04-16 18:09:00,Sydney,False,MULE_DEVICE_3513,1029
T18538,U24847,U1801,23792.0,RTGS,Web,148826.0,125034.0,197709,2025-04-23 19:24:00,Sydney,False,MULE_DEVICE_4141,970
T18539,U21027,U3882,28595.0,IMPS,Web,97471.0,68876.0,14215,2025-05-06 09:44:00,Sydney,False,MULE_DEVICE_3504,2001
T18540,U25498,U83,15706.0,RTGS,Mobile,133438.0,117732.0,262711,2025-04-14 18:35:00,Melbourne,False,MULE_DEVICE_4249,1382
T18541,U24794,U4760,5846.0,IMPS,Web,141610.0,135764.0,135232,2025-04-15 02:40:00,Melbourne,False,MULE_DEVICE_4132,1515
T18542,U25043,U631,16788.0,IMPS,Mobile,16888.0,100.0,90754,2025-03-27 22:10:00,Sydney,False,MULE_DEVICE_4173,1096
T18543,U26296,U384,19056.0,IMPS,Mobile,138664.0,119608.0,264015,2025-05-12 09:00:00,Sydney,False,MULE_DEVICE_4382,1966
T18544,U22827,U4016,20028.0,IMPS,Web,85533.0,65505.0,222269,2025-04-27 06:55:00,Melbourne,False,MULE_DEVICE_3804,1366
T18545,U26951,U1571,28020.0,RTGS,Mobile,84670.0,56650.0,132872,2025-04-25 23:35:00,Melbourne,False,MULE_DEVICE_4491,2453
T18546,U25949,U3565,11879.0,RTGS,Web,89960.0,78081.0,113623,2025-04-29 04:29:00,Melbourne,False,MULE_DEVICE_4324,707
T18547,U24089,U2178,27489.0,IMPS,Mobile,87876.0,60387.0,248490,2025-05-09 22:00:00,Sydney,False,MULE_DEVICE_4014,1735
T18548,U21552,U2824,17611.0,IMPS,Web,130347.0,112736.0,249373,2025-04-14 04:22:00,Sydney,False,MULE_DEVICE_3592,1949
T18549,U26993,U475,17175.0,IMPS,Web,95866.0,78691.0,101183,2025-04-28 09:46:00,Sydney,False,MULE_DEVICE_4498,2069
T18550,U25970,U1801,28979.0,RTGS,Mobile,122192.0,93213.0,190601,2025-05-17 09:45:00,Melbourne,False,MULE_DEVICE_4328,1802
T18551,U23491,U598,12254.0,IMPS,Web,89650.0,77396.0,251953,2025-04-07 08:27:00,Sydney,False,MULE_DEVICE_3915,1483
T18552,U23082,U3882,8517.0,IMPS,Mobile,60402.0,51885.0,239451,2025-03-08 07:12:00,Sydney,False,MULE_DEVICE_3847,1761
T18553,U26817,U1382,8273.0,IMPS,Mobile,100869.0,92596.0,233001,2025-04-20 16:13:00,Sydney,False,MULE_DEVICE_4469,1509
T18554,U22773,U3565,8651.0,RTGS,Web,63092.0,54441.0,280970,2025-05-07 16:34:00,Sydney,False,MULE_DEVICE_3795,1930
T18555,U23707,U406,29222.0,RTGS,Web,44330.0,15108.0,191702,2025-05-08 20:48:00,Iwakuni,False,MULE_DEVICE_3951,758
T18556,U23863,U4016,23406.0,IMPS,Web,79716.0,56310.0,89650,2025-04-07 06:15:00,Sydney,False,MULE_DEVICE_3977,1194
T18557,U25570,U3421,12829.0,RTGS,Web,44889.0,32060.0,76785,2025-03-24 14:16:00,Iwakuni,False,MULE_DEVICE_4261,1023
T18558,U21049,U1556,17375.0,IMPS,Web,62788.0,45413.0,245571,2025-05-18 15:04:00,Sydney,False,MULE_DEVICE_3508,1127
T18559,U23327,U1657,22744.0,RTGS,Web,102434.0,79690.0,109647,2025-04-03 09:28:00,Sydney,False,MULE_DEVICE_3887,667
T18560,U26672,U2567,11861.0,IMPS,Web,78460.0,66599.0,213515,2025-03-09 14:40:00,Iwakuni,False,MULE_DEVICE_4445,1892
T18561,U26490,U3783,18104.0,RTGS,Mobile,122476.0,104372.0,114387,2025-04-14 11:55:00,Sydney,False,MULE_DEVICE_4415,854
T18562,U26683,U598,15146.0,RTGS,Web,121234.0,106088.0,60251,2025-05-05 03:21:00,Sydney,False,MULE_DEVICE_4447,1659
T18563,U23318,U1527,29280.0,IMPS,Web,115387.0,86107.0,201927,2025-04-12 02:38:00,Sydney,False,MULE_DEVICE_3886,564
T18564,U26616,U2715,15776.0,IMPS,Mobile,148715.0,132939.0,296077,2025-03-31 02:10:00,Melbourne,False,MULE_DEVICE_4436,2121
T18565,U21900,U2742,10335.0,RTGS,Mobile,143965.0,133630.0,168105,2025-03-01 22:57:00,Sydney,False,MULE_DEVICE_3650,1747
T18566,U26630,U1556,14645.0,RTGS,Mobile,17394.0,2749.0,125719,2025-05-02 16:53:00,Sydney,False,MULE_DEVICE_4438,2167
T18567,U21872,U598,27404.0,RTGS,Mobile,59847.0,32443.0,91564,2025-05-16 19:05:00,Sydney,False,MULE_DEVICE_3645,2359
T18568,U22840,U384,18025.0,IMPS,Web,30956.0,12931.0,232888,2025-03-01 11:47:00,Sydney,False,MULE_DEVICE_3806,1750
T18569,U22440,U2637,12068.0,RTGS,Mobile,130386.0,118318.0,229167,2025-05-20 21:41:00,Melbourne,False,MULE_DEVICE_3740,2279
T18570,U21181,U138,18797.0,RTGS,Web,54365.0,35568.0,291879,2025-04-23 04:42:00,Melbourne,False,MULE_DEVICE_3530,1830
T18571,U21670,U3314,23504.0,RTGS,Web,47390.0,23886.0,193384,2025-05-18 16:42:00,Melbourne,False,MULE_DEVICE_3611,2443
T18572,U22032,U1572,23430.0,IMPS,Mobile,41022.0,17592.0,201357,2025-05-13 08:28:00,Iwakuni,False,MULE_DEVICE_3672,1264
T18573,U25518,U1185,9918.0,IMPS,Mobile,45219.0,35301.0,97663,2025-05-16 20:20:00,Melbourne,False,MULE_DEVICE_4253,2485
T18574,U25718,U3449,17554.0,RTGS,Web,136132.0,118578.0,174172,2025-04-22 20:46:00,Sydney,False,MULE_DEVICE_4286,1003
T18575,U21492,U1572,11721.0,IMPS,Web,94823.0,83102.0,169959,2025-04-06 08:02:00,Iwakuni,False,MULE_DEVICE_3582,1627
T18576,U22794,U3314,21660.0,IMPS,Web,123637.0,101977.0,21777,2025-04-27 19:42:00,Sydney,False,MULE_DEVICE_3799,1701
T18577,U25655,U2715,7389.0,IMPS,Web,36136.0,28747.0,131435,2025-03-12 01:07:00,Sydney,False,MULE_DEVICE_4275,1859
T18578,U22961,U1657,26520.0,RTGS,Mobile,41820.0,15300.0,152767,2025-03-01 12:28:00,Sydney,False,MULE_DEVICE_3826,1991
T18579,U26285,U3882,10717.0,RTGS,Mobile,24568.0,13851.0,29833,2025-05-21 11:45:00,Sydney,False,MULE_DEVICE_4380,2470
T18580,U23199,U1978,23251.0,IMPS,Mobile,57296.0,34045.0,72647,2025-04-01 07:10:00,Sydney,False,MULE_DEVICE_3866,1893
T18581,U21720,U2152,29235.0,IMPS,Web,62601.0,33366.0,72737,2025-04-27 00:44:00,Melbourne,False,MULE_DEVICE_3620,1442
T18582,U22738,U1065,17852.0,RTGS,Web,31438.0,13586.0,186339,2025-03-11 23:46:00,Melbourne,False,MULE_DEVICE_3789,2032
T18583,U25407,U4646,8497.0,IMPS,Web,56979.0,48482.0,61260,2025-04-09 19:42:00,Sydney,False,MULE_DEVICE_4234,1158
T18584,U21175,U2824,21101.0,IMPS,Web,138714.0,117613.0,96486,2025-04-04 12:18:00,Sydney,False,MULE_DEVICE_3529,1186
T18585,U23407,U598,25454.0,IMPS,Mobile,126129.0,100675.0,276758,2025-03-10 19:25:00,Sydney,False,MULE_DEVICE_3901,1886
T18586,U21559,U4016,29276.0,IMPS,Mobile,105824.0,76548.0,11119,2025-03-18 16:56:00,Sydney,False,MULE_DEVICE_3593,801
T18587,U24036,U3421,11338.0,RTGS,Web,117813.0,106475.0,233630,2025-05-17 20:31:00,Sydney,False,MULE_DEVICE_4006,1040
T18588,U23268,U3421,25313.0,RTGS,Web,101187.0,75874.0,293916,2025-03-28 02:30:00,Sydney,False,MULE_DEVICE_3878,549
T18589,U26914,U4556,25091.0,RTGS,Web,121614.0,96523.0,145473,2025-03-04 22:46:00,Sydney,False,MULE_DEVICE_4485,695
T18590,U25593,U2526,9628.0,RTGS,Web,89941.0,80313.0,253134,2025-04-14 23:19:00,Melbourne,False,MULE_DEVICE_4265,1809
T18591,U25653,U2637,28655.0,RTGS,Mobile,135308.0,106653.0,273254,2025-03-14 18:13:00,Melbourne,False,MULE_DEVICE_4275,1689
T18592,U23651,U2324,28266.0,RTGS,Mobile,81333.0,53067.0,82539,2025-05-05 09:12:00,Melbourne,False,MULE_DEVICE_3941,774
T18593,U24424,U1185,15692.0,IMPS,Mobile,19740.0,4048.0,20960,2025-04-14 11:38:00,Sydney,False,MULE_DEVICE_4070,2353
T18594,U26501,U406,5086.0,RTGS,Mobile,62708.0,57622.0,62264,2025-04-06 04:30:00,Sydney,False,MULE_DEVICE_4416,2122
T18595,U21468,U452,18575.0,RTGS,Web,135048.0,116473.0,191373,2025-03-03 03:57:00,Melbourne,False,MULE_DEVICE_3578,715
T18596,U26611,U2324,18067.0,RTGS,Mobile,43161.0,25094.0,114766,2025-04-03 23:00:00,Sydney,False,MULE_DEVICE_4435,2485
T18597,U25531,U3421,14027.0,RTGS,Mobile,28422.0,14395.0,71989,2025-05-20 20:33:00,Melbourne,False,MULE_DEVICE_4255,1761
T18598,U23037,U1978,27053.0,RTGS,Mobile,37995.0,10942.0,50581,2025-04-17 14:30:00,Melbourne,False,MULE_DEVICE_3839,2029
T18599,U26668,U2523,28324.0,IMPS,Mobile,125892.0,97568.0,149514,2025-04-28 17:12:00,Melbourne,False,MULE_DEVICE_4444,1872
T18600,U23532,U631,24960.0,RTGS,Web,26301.0,1341.0,297560,2025-03-06 20:34:00,Melbourne,False,MULE_DEVICE_3922,1450
T18601,U21305,U1556,28906.0,RTGS,Mobile,61600.0,32694.0,56865,2025-04-04 22:03:00,Sydney,False,MULE_DEVICE_3550,1133
T18602,U26372,U2523,21221.0,IMPS,Web,110278.0,89057.0,227843,2025-03-07 05:56:00,Melbourne,False,MULE_DEVICE_4395,1422
T18603,U24398,U4282,23763.0,IMPS,Web,140729.0,116966.0,100506,2025-03-29 05:40:00,Melbourne,False,MULE_DEVICE_4066,2126
T18604,U23326,U406,17230.0,RTGS,Web,107699.0,90469.0,62304,2025-03-05 15:25:00,Melbourne,False,MULE_DEVICE_3887,1503
T18605,U25968,U1801,15067.0,IMPS,Mobile,122636.0,107569.0,250214,2025-03-30 22:09:00,Sydney,False,MULE_DEVICE_4328,2456
T18606,U24948,U2592,17951.0,IMPS,Mobile,23283.0,5332.0,89599,2025-04-18 18:28:00,Melbourne,False,MULE_DEVICE_4158,2321
T18607,U22867,U1065,5165.0,IMPS,Mobile,77620.0,72455.0,111071,2025-04-15 09:12:00,Sydney,False,MULE_DEVICE_3811,991
T18608,U26325,U475,7380.0,RTGS,Mobile,63413.0,56033.0,37757,2025-05-11 08:08:00,Melbourne,False,MULE_DEVICE_4387,1818
T18609,U25728,U3565,14105.0,RTGS,Mobile,19688.0,5583.0,13867,2025-05-19 20:44:00,Sydney,False,MULE_DEVICE_4288,801
T18610,U25498,U1860,29482.0,IMPS,Mobile,117732.0,88250.0,146283,2025-04-14 15:58:00,Melbourne,False,MULE_DEVICE_4249,871
T18611,U21350,U2715,21401.0,RTGS,Web,21501.0,100.0,239868,2025-05-05 05:54:00,Sydney,False,MULE_DEVICE_3558,851
T18612,U25917,U4760,23070.0,RTGS,Web,96011.0,72941.0,7191,2025-05-17 04:59:00,Sydney,False,MULE_DEVICE_4319,845
T18613,U24697,U4760,14960.0,RTGS,Web,69369.0,54409.0,171297,2025-04-30 21:08:00,Sydney,False,MULE_DEVICE_4116,2422
T18614,U22848,U3314,21547.0,RTGS,Mobile,98929.0,77382.0,260336,2025-03-27 16:19:00,Sydney,False,MULE_DEVICE_3808,1750
T18615,U22280,U4760,20470.0,IMPS,Web,43490.0,23020.0,282743,2025-04-06 15:02:00,Sydney,False,MULE_DEVICE_3713,1885
T18616,U24573,U1477,21849.0,RTGS,Mobile,145328.0,123479.0,106973,2025-03-21 05:43:00,Sydney,False,MULE_DEVICE_4095,1098
T18617,U22533,U1657,24866.0,RTGS,Mobile,68470.0,43604.0,284141,2025-04-04 09:56:00,Sydney,False,MULE_DEVICE_3755,670
T18618,U22440,U598,11002.0,RTGS,Web,118318.0,107316.0,292099,2025-05-17 21:29:00,Melbourne,False,MULE_DEVICE_3740,888
T18619,U26278,U1860,23780.0,RTGS,Web,122675.0,98895.0,112868,2025-04-06 03:40:00,Melbourne,False,MULE_DEVICE_4379,2067
T18620,U23747,U452,16488.0,RTGS,Web,100368.0,83880.0,167174,2025-05-11 07:32:00,Sydney,False,MULE_DEVICE_3957,2402
T18621,U24631,U3882,27259.0,IMPS,Mobile,85359.0,58100.0,182459,2025-03-25 02:59:00,Sydney,False,MULE_DEVICE_4105,1455
T18622,U22236,U1657,9889.0,IMPS,Web,87061.0,77172.0,110076,2025-04-20 03:49:00,Melbourne,False,MULE_DEVICE_3706,575
T18623,U21819,U1801,20128.0,IMPS,Mobile,114768.0,94640.0,210865,2025-03-24 12:39:00,Melbourne,False,MULE_DEVICE_3636,832
T18624,U25684,U1175,11687.0,RTGS,Mobile,82665.0,70978.0,80686,2025-03-09 04:12:00,Melbourne,False,MULE_DEVICE_4280,528
T18625,U26589,U138,24280.0,IMPS,Mobile,79816.0,55536.0,77095,2025-05-05 20:27:00,Melbourne,False,MULE_DEVICE_4431,1970
T18626,U25703,U452,9566.0,IMPS,Web,19487.0,9921.0,52553,2025-04-02 12:51:00,Melbourne,False,MULE_DEVICE_4283,2118
T18627,U25480,U1477,10814.0,IMPS,Web,111131.0,100317.0,31591,2025-03-29 15:19:00,Sydney,False,MULE_DEVICE_4246,1661
T18628,U22122,U4760,27605.0,IMPS,Mobile,88003.0,60398.0,86962,2025-04-22 15:44:00,Iwakuni,False,MULE_DEVICE_3687,1674
T18629,U25657,U83,12381.0,IMPS,Mobile,78916.0,66535.0,20553,2025-04-06 15:00:00,Melbourne,False,MULE_DEVICE_4276,1773
T18630,U25834,U1340,10159.0,IMPS,Web,142616.0,132457.0,43564,2025-04-21 14:52:00,Sydney,False,MULE_DEVICE_4305,2250
T18631,U26331,U2523,11721.0,IMPS,Web,64960.0,53239.0,219377,2025-05-15 03:35:00,Iwakuni,False,MULE_DEVICE_4388,1906
T18632,U26506,U1978,21706.0,RTGS,Web,62841.0,41135.0,287699,2025-04-04 07:42:00,Sydney,False,MULE_DEVICE_4417,2347
T18633,U21170,U2178,16814.0,RTGS,Web,79031.0,62217.0,41123,2025-04-18 05:28:00,Melbourne,False,MULE_DEVICE_3528,1549
T18634,U25534,U2567,24534.0,RTGS,Web,129919.0,105385.0,59414,2025-04-20 22:51:00,Iwakuni,False,MULE_DEVICE_4255,1041
T18635,U25854,U631,29097.0,IMPS,Mobile,45880.0,16783.0,189751,2025-04-29 00:54:00,Melbourne,False,MULE_DEVICE_4309,1522
T18636,U23584,U1175,7750.0,RTGS,Mobile,107393.0,99643.0,48620,2025-04-16 14:37:00,Sydney,False,MULE_DEVICE_3930,2194
T18637,U26769,U4760,19268.0,RTGS,Mobile,36643.0,17375.0,285618,2025-03-13 08:54:00,Melbourne,False,MULE_DEVICE_4461,1299
T18638,U21361,U4886,27563.0,RTGS,Web,69317.0,41754.0,164307,2025-03-08 08:27:00,Melbourne,False,MULE_DEVICE_3560,870
T18639,U26852,U3882,16962.0,RTGS,Mobile,111876.0,94914.0,193036,2025-04-30 04:36:00,Sydney,False,MULE_DEVICE_4475,1905
T18640,U23855,U1527,5036.0,IMPS,Web,73624.0,68588.0,137499,2025-04-08 03:47:00,Sydney,False,MULE_DEVICE_3975,812
T18641,U21280,U384,26976.0,IMPS,Web,55964.0,28988.0,241552,2025-03-01 23:12:00,Melbourne,False,MULE_DEVICE_3546,771
T18642,U21768,U2178,20947.0,IMPS,Mobile,143152.0,122205.0,244109,2025-03-29 23:29:00,Sydney,False,MULE_DEVICE_3628,2276
T18643,U26027,U2742,29047.0,RTGS,Web,73149.0,44102.0,77052,2025-04-18 16:08:00,Melbourne,False,MULE_DEVICE_4337,928
T18644,U26047,U4965,5031.0,RTGS,Mobile,85282.0,80251.0,163537,2025-03-30 05:37:00,Melbourne,False,MULE_DEVICE_4341,2020
T18645,U22260,U3314,28173.0,RTGS,Web,50670.0,22497.0,8293,2025-04-21 06:40:00,Melbourne,False,MULE_DEVICE_3710,1240
T18646,U25613,U2523,29321.0,IMPS,Web,56316.0,26995.0,55523,2025-03-19 21:09:00,Sydney,False,MULE_DEVICE_4268,599
